Klinik_ID_2018,Klinik_ID_2019,Klinikname,Adresse,Klinikort,teilgenommen,Facharzt_Gyn,Facharzt_Anaesthesie,Facharzt_Kinder,Stillberatung,Hebammen,Hebammen_VK,VK_Angabe,Kinderklinik,Geburtenzahl_2019,Kaiserschnittrate_rohe_Rate,Bewertung_Risikoadjustierte_Kaiserschnittrate,Risikoadjustierte_Kaiserschnittrate_2019
261200856-2,261200856-2,Klinikum Niederlausitz,Friedensstraße 18,Lauchhammer,TRUE,Ja,Ja,Ja,Nein,19 % mehr als empfohlen,6.75,vorhanden,Eigene Kinderklinik oder Kooperationsklinik,557,"25,9 %",Im Toleranzbereich oder niedriger,0.98
260570088-0,260570088-0,Klinik Dr. Hartog,NA,Bielefeld,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,246,"45,9 %",Toleranzbereich überschritten,1.35
260400071-0,260400071-0,DIAKO Ev. Diakonie-Krankenhaus,Gröpelinger Heerstraß3 406-408,Bremen,TRUE,Ja,Ja,Nein,Ja,48 % mehr als empfohlen,12.35,vorhanden,Keine Kinderklinik angegeben,889,"35,1 %",Im Toleranzbereich oder niedriger,1.22
260970173-0,260970173-1,Klinikverbund Allgäu,Robert-Weixler. Str. 50,Kempten,TRUE,Ja,Ja,Ja,Nein,überwiegend freiberufliche Hebammen³,NA,"n.v., da Beleghebammen",Eigene Kinderklinik,1889,"33,2 %",Im Toleranzbereich oder niedriger,1.07
260530966-0,260530966-0,Hermann-Josef-Krankenhaus Erkelenz,Tenholter Str. 43,Erkelenz,TRUE,Ja,Ja,Nein,Ja,7 % weniger als empfohlen,8.5,vorhanden,Keine Kinderklinik angegeben,978,"33,1 %",Im Toleranzbereich oder niedriger,1.12
260531046-1,260531046-1,Klinikum Oberberg GmbH,NA,Gummersbach,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik oder Kooperationsklinik,997,"35,4 %",Im Toleranzbereich oder niedriger,1.09
260340740-0,260340740-0,Klinikum Oldenburg AöR,Rahel-Strauß-Straße 10,Oldenburg,TRUE,Ja,Ja,Ja,Ja,1 % weniger als empfohlen,18.49,vorhanden,Eigene Kinderklinik,1994,"40,1 %",Im Toleranzbereich oder niedriger,1.15
260550095-0,260550095-0,Marienhospital Gelsenkirchen,Virchowstr. 135,Gelsenkirchen,TRUE,Ja,Ja,Ja,Ja,keine verwertbare Angabe²,NA,nicht vorhanden,Eigene Kinderklinik,1761,"37,1 %",Im Toleranzbereich oder niedriger,1.18
261600883-0,261600883-0,HELIOS Klinikum Meiningen,NA,Meiningen,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik oder Kooperationsklinik,469,"38,6 %",Im Toleranzbereich oder niedriger,1.2
260530784-0,260530784-0,St Katharinen Hospital,Kapellenstr 1-5,Frechen,TRUE,Ja,Ja,Nein,Ja,keine verwertbare Angabe²,NA,nicht vorhanden,Keine Kinderklinik angegeben,350,"31,4 %",Im Toleranzbereich oder niedriger,1.09
260710394-0,260710394-0,St. Marienwörth,Mühlenstrasse 39,Bad Kreuznach,TRUE,Ja,Ja,Nein,Nein,13 % mehr als empfohlen,6.36,vorhanden,Keine Kinderklinik angegeben,587,"35,9 %",Toleranzbereich überschritten,1.32
260310539-0,260310539-0,Helios St. Marienberg Klinik,Conringatr. 26,Helmstedt,TRUE,Ja,Ja,Nein,Ja,29 % mehr als empfohlen,7.27,vorhanden,Keine Kinderklinik angegeben,484,"34,3 %",Toleranzbereich überschritten,1.33
260820774-0,260820774-0,GRN Klinik Schwetzingen,Bodelschwinghstrasse 10,Schwetzingen,TRUE,Ja,Ja,Nein,Ja,4 % weniger als empfohlen,8,vorhanden,Keine Kinderklinik angegeben,891,"32,9 %",Im Toleranzbereich oder niedriger,1.15
260911320-1,260911320-1,Klinikum Garmisch-Partenkirchen - Haupthaus,NA,Garmisch-Partenkirchen,FALSE,Ja,Ja,Ja,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik,984,"34,7 %",Im Toleranzbereich oder niedriger,1.02
260341182-0,260341182-0,St. Josefs-Hospital Cloppenburg gemeinnützige GmbH,Krankenhausstr. 13,Cloppenburg,TRUE,Ja,Ja,Nein,Ja,12 % mehr als empfohlen,7.2,vorhanden,Keine Kinderklinik angegeben,685,"29,3 %",Im Toleranzbereich oder niedriger,0.99
260310367-0,260310367-0,Heliosklinikum Gifhorn,Campus 6,Gifhorn,TRUE,Nein,Ja,Ja,Nein,17 % weniger als empfohlen,10,vorhanden,Eigene Kinderklinik oder Kooperationsklinik,1292,"28,1 %",Im Toleranzbereich oder niedriger,0.92
261401212-0,261401212-0,St. Elisabeth-Krankenhaus Leipzig,Biedermannstraße 84,Leipzig,TRUE,Ja,Ja,Ja,Ja,24 % mehr als empfohlen,28.42,vorhanden,Eigene Kinderklinik oder Kooperationsklinik,2462,"21,0 %",Im Toleranzbereich oder niedriger,0.75
260810545-0,260810545-0,Filderklinik,Im Haberschlai 7,Filderstadt,TRUE,Ja,Ja,Ja,Ja,11 % weniger als empfohlen,16.3,vorhanden,Eigene Kinderklinik,1965,"13,6 %",Im Toleranzbereich oder niedriger,0.43
261300130-0,261300130-0,KKH Demmin GmbH,Wollweberstr. 21,Demmin,TRUE,Ja,Ja,Ja,Ja,keine verwertbare Angabe²,NA,nicht vorhanden,Eigene Kinderklinik oder Kooperationsklinik,501,"36,3 %",Im Toleranzbereich oder niedriger,1.12
261300152-1,261300152-1,Universitätsmedizin Greifswald KöR,Ferdinand-Sauerbruch-Straße 1,Greifswald,TRUE,Ja,Ja,Ja,Ja,34 % mehr als empfohlen,12,vorhanden,Eigene Kinderklinik,957,"31,6 %",Im Toleranzbereich oder niedriger,0.91
260593085-2,260593085-2,Diakonie Klinikum Jung-Stilling,Wichernstraße 40,Siegen,TRUE,Ja,Ja,Ja,Ja,5 % weniger als empfohlen,13,vorhanden,Eigene Kinderklinik,1464,"39,5 %",Im Toleranzbereich oder niedriger,0.99
261200071-0,261200071-0,Evangelisches Krankenhaus Ludwigsfelde-Teltow,Albert-Schweitzer-Str. 40-44,Ludwigsfelde,TRUE,Ja,Ja,Ja,Ja,33 % mehr als empfohlen,7.5,vorhanden,Eigene Kinderklinik oder Kooperationsklinik,440,"32,0 %",Im Toleranzbereich oder niedriger,1.06
260640732-0,260640732-0,Asklepios Klinik Langen,Röntgenstrasse 20,Langen,TRUE,Ja,Ja,Nein,Nein,13 % mehr als empfohlen,10,vorhanden,Keine Kinderklinik angegeben,942,"30,4 %",Im Toleranzbereich oder niedriger,1.01
260311302-0,260311302-0,Agaplesion Krankenhaus Neu Bethlehem,Humbildtallee 8,Göttingen,TRUE,Ja,Ja,Nein,Ja,überwiegend freiberufliche Hebammen³,NA,"n.v., da Beleghebammen",Keine Kinderklinik angegeben,1045,"26,1 %",Im Toleranzbereich oder niedriger,0.86
261300312-0,261300312-0,Sana-Krankenhaus Rügen GmbH,NA,Bergen auf Rügen,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik oder Kooperationsklinik,309,"35,3 %",Toleranzbereich überschritten,1.26
260930061-0,260930061-0,Caritas-Krankenhaus St. Josef,Landshuter Straße 65,Regensburg,TRUE,Ja,Ja,Nein,Ja,überwiegend freiberufliche Hebammen³,NA,"n.v., da Beleghebammen",Keine Kinderklinik angegeben,1474,"23,5 %",Im Toleranzbereich oder niedriger,0.91
261500416-2,261500416-2,"Klinikum Burgenlandkreis GmbH, Georgius-Agricola-Klinikum Zeitz",NA,Zeitz,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik oder Kooperationsklinik,356,"32,0 %",Im Toleranzbereich oder niedriger,1.06
261400790-0,261400790-0,Erzgebirgsklinikum Annaberg,Chemnitzer Str. 15,Annaberg-Buchholz,TRUE,Ja,Ja,Ja,Ja,keine verwertbare Angabe²,NA,nicht vorhanden,Eigene Kinderklinik oder Kooperationsklinik,467,"30,6 %",Im Toleranzbereich oder niedriger,0.93
261600918-0,261600918-0,Henneberg-Klinik Hildburghausen,Schleusinger Straße 17,Hildburghausen,TRUE,Ja,Ja,Nein,Ja,überwiegend freiberufliche Hebammen³,NA,"n.v., da Beleghebammen",Keine Kinderklinik angegeben,269,"30,5 %",Im Toleranzbereich oder niedriger,0.88
260591389-0,260591389-0,Klinikum Stadt Soest,Senator-Schwartz-Ring 8,Soest,TRUE,Ja,Ja,Ja,Nein,7 % mehr als empfohlen,7.13,vorhanden,Eigene Kinderklinik oder Kooperationsklinik,707,"34,1 %",Im Toleranzbereich oder niedriger,1.11
260310378-0,260310378-0,Frauenklinik Göttingen (UMG),Robert-Koch-Str. 40,Göttingen,TRUE,Ja,Ja,Ja,Ja,140 % mehr als empfohlen,20,vorhanden,Eigene Kinderklinik,887,"40,5 %",Im Toleranzbereich oder niedriger,1.05
261401030-0,261401030-0,Universitätsklinikum Carl Gustav Carus Dresden,Fetscherstraße 74,Dresden,TRUE,Ja,Ja,Ja,Ja,0 % mehr als empfohlen,24.1,vorhanden,Eigene Kinderklinik,2574,"31,3 %",Im Toleranzbereich oder niedriger,0.58
260330203-0,260330203-0,Heidekreis-Klinikum GmbH Krankenhaus Walsrode,NA,Walsrode,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik oder Kooperationsklinik,1067,"30,2 %",Im Toleranzbereich oder niedriger,0.92
261410166-0,261410166-0,DRK Krankenhaus Chemnitz-Rabenstein,Unritzstraße 23,Chemnitz,TRUE,Ja,Ja,Ja,Ja,7 % mehr als empfohlen,18.1,vorhanden,Eigene Kinderklinik,1813,"22,9 %",Im Toleranzbereich oder niedriger,0.65
260920092-0,260920092-0,Klinikum St. Elisabeth Straubing GmbH,NA,Straubing,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,788,"27,9 %",Im Toleranzbereich oder niedriger,1.03
260341444-0,260341444-0,Ammerland-Klinik GmbH,Lange Straße 38,Westerstede,TRUE,Ja,Ja,Nein,Nein,2 % mehr als empfohlen,7.5,vorhanden,Keine Kinderklinik angegeben,784,"29,2 %",Im Toleranzbereich oder niedriger,1.08
260330361-0,260330361-0,Städtisches Klinikum Lüneburg gemeinnützige GmbH,"Bögelstr. 1, 21339 Lüneburg",Lüneburg,TRUE,Ja,Ja,Ja,Nein,7 % mehr als empfohlen,17.13,vorhanden,Eigene Kinderklinik,1716,"36,7 %",Im Toleranzbereich oder niedriger,1.04
260610690-1,260610690-1,Kreiskliniken Darmstadt-Dieburg / Standort: Groß-Umstadt,Krankenhausstraße 11,Groß-Umstadt,TRUE,Ja,Ja,Nein,Nein,überwiegend freiberufliche Hebammen³,NA,"n.v., da Beleghebammen",Keine Kinderklinik angegeben,506,"35,0 %",Toleranzbereich überschritten,1.27
260820433-1,260820433-1,Klinikum Mittelbaden Rastatt,NA,Rastatt,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,560,"28,8 %",Im Toleranzbereich oder niedriger,1.1
260913037-0,260913037-0,Klinikum Ingolstadt GmbH,Krumenauerstraße 25,Ingolstadt,TRUE,Ja,Ja,Ja,Ja,24 % mehr als empfohlen,31,vorhanden,Eigene Kinderklinik,2678,"39,8 %",Im Toleranzbereich oder niedriger,1.22
261500290-2,261500290-2,Altmark-Klinikum gGmbH - Krankenhaus Salzwedel,NA,Salzwedel,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik oder Kooperationsklinik,420,"25,0 %",Im Toleranzbereich oder niedriger,0.98
260320597-0,260320597-0,Medizinische Hochschule Hannover,Carl-neubergstr. 1,Hannover,TRUE,Ja,Ja,Ja,Ja,3 % mehr als empfohlen,28.5,vorhanden,Eigene Kinderklinik,2968,"28,3 %",Im Toleranzbereich oder niedriger,0.93
260920285-0,260920285-0,Goldberg-Klinik Kelheim GmbH,NA,Kelheim,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,615,"35,9 %",Toleranzbereich überschritten,1.28
260920639-1,260920639-1,Rottal-Inn Kliniken Kommunalunternehmen (KU) Eggenfelden,NA,Eggenfelden,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,701,"34,8 %",Im Toleranzbereich oder niedriger,1.08
260100911-0,260100911-0,Helios Klinik Schleswig,St. Jürgener Str. 1-3,Schleswig,TRUE,Ja,Ja,Ja,Nein,19 % mehr als empfohlen,8,vorhanden,Eigene Kinderklinik oder Kooperationsklinik,716,"37,7 %",Im Toleranzbereich oder niedriger,1.19
260641722-3,260641722-3,Hochwaldkrankenhaus,Chaumontplatz 1,Bad Nauheim,TRUE,Ja,Ja,Nein,Ja,34 % mehr als empfohlen,13.2,vorhanden,Eigene Kinderklinik oder Kooperationsklinik,1051,"25,5 %",Im Toleranzbereich oder niedriger,0.89
260591345-0,260591345-0,Evangelisches Krankenhaus Lippstadt,Wiedenbrücker Strasse 33,Lippstadt,TRUE,Ja,Ja,Ja,Ja,0 % mehr als empfohlen,13.6,vorhanden,Eigene Kinderklinik,1461,"34,9 %",Im Toleranzbereich oder niedriger,1.02
260970219-0,260970219-0,Klinikum Memmingen,Bismarckstrasse 23,Memmingen,TRUE,Ja,Ja,Ja,Ja,keine verwertbare Angabe²,NA,nicht vorhanden,Eigene Kinderklinik,1998,"26,9 %",Im Toleranzbereich oder niedriger,0.83
260340012-0,260340012-0,Niels-Stensen-Kliniken Marienhospital Ankum-Bersenbrück GmbH,NA,Ankum,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,822,"26,2 %",Im Toleranzbereich oder niedriger,1.06
260950567-0,260950567-0,Universitätsklinikum Erlangen (Perinatalzentrum Franken),Universitätsstraße 21-23,Erlangen,TRUE,Ja,Ja,Ja,Ja,11 % weniger als empfohlen,20.5,vorhanden,Eigene Kinderklinik,2481,"26,9 %",Im Toleranzbereich oder niedriger,0.83
260200206-0,260200206-0,Ev. Amalie Sieveking - Krankenhaus,NA,Hamburg,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,1369,"17,3 %",Im Toleranzbereich oder niedriger,0.7
260811114-5,260811114-5,Hohenloher Krankenhaus gGmbH,Kastellstraße 5,Öhringen,TRUE,Ja,Ja,Nein,Ja,18 % weniger als empfohlen,9,vorhanden,Keine Kinderklinik angegeben,1179,"16,8 %",Im Toleranzbereich oder niedriger,0.74
261600736-0,261600736-0,"Universitätsklinikum Jena, Klinik für Geburtsmedizin",Am Klinikum 1,Jena,TRUE,Ja,Ja,Ja,Ja,40 % mehr als empfohlen,18.78,vorhanden,Eigene Kinderklinik,1432,"27,1 %",Im Toleranzbereich oder niedriger,0.77
260950486-0,260950486-0,Kreisklinik Roth,NA,Roth,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,560,"25,4 %",Im Toleranzbereich oder niedriger,1
260620431-0,260620431-0,"Universitätsklinikum Gießen und Marburg GmbH, Standort Marburg",NA,Marburg,FALSE,Ja,Ja,Ja,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik,1862,"38,2 %",Im Toleranzbereich oder niedriger,1.13
260930528-1,260930528-0,Frauenklinik Tirschenreuth,St. Peter Str. 31,Tirschenreuth,TRUE,Ja,Ja,Nein,Ja,12 % weniger als empfohlen,5,vorhanden,Keine Kinderklinik angegeben,371,"49,3 %",Toleranzbereich überschritten,1.47
260970242-0,260970242-0,"Kliniken an der Paar, Klinik Friedberg",Herrgottsruhstraße 3,Friedberg,TRUE,Ja,Ja,Nein,Ja,überwiegend freiberufliche Hebammen³,NA,"n.v., da Beleghebammen",Keine Kinderklinik angegeben,655,"24,3 %",Im Toleranzbereich oder niedriger,0.99
261500542-0,261500542-0,AMEOS Klinikum Schönebeck,NA,Schönebeck,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik oder Kooperationsklinik,479,"29,9 %",Im Toleranzbereich oder niedriger,1
260810716-0,260810716-0,Rems-Murr Klinik,Schlichtener Str. 105,Schorndorf,TRUE,Ja,Ja,Nein,Ja,keine verwertbare Angabe²,NA,nicht vorhanden,Keine Kinderklinik angegeben,682,"29,5 %",Im Toleranzbereich oder niedriger,1.12
260821025-2,260821025-2,Kliniken Calw,Eduard-Conz-Straße 6,Calw,TRUE,Ja,Ja,Nein,Ja,keine verwertbare Angabe²,NA,nicht vorhanden,Keine Kinderklinik angegeben,473,"28,8 %",Im Toleranzbereich oder niedriger,1.04
260330190-0,260330190-0,Capio Elbe-Jeetzel-Klinik Dannenberg,NA,Dannenberg,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,287,"31,0 %",Im Toleranzbereich oder niedriger,1.24
260710646-0,260710646-0,Klinikum Idar-Oberstein GmbH,Dr.-Ottmar-Kohler-Straße 2,Idar-Oberstein,TRUE,Ja,Ja,Ja,Ja,16 % weniger als empfohlen,5.86,vorhanden,Eigene Kinderklinik oder Kooperationsklinik,739,"34,0 %",Im Toleranzbereich oder niedriger,1.12
261401041-0,261401041-0,Oberlausitz-Kliniken gGmbH / Krankenhaus Bautzen,NA,Bautzen,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik oder Kooperationsklinik,791,"26,5 %",Im Toleranzbereich oder niedriger,0.77
260510791-1,260510791-1,Katholisches Klinikum Oberhausen GmbH - Standort St. Clemens-Hospital,NA,Oberhausen,FALSE,Ja,Ja,Ja,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik,1389,"35,6 %",Im Toleranzbereich oder niedriger,1.13
260570486-1,260570486-1,Familieklinik Klinikum Lippe Detmold,Röntgenstr.16,Detmold,TRUE,Ja,Ja,Ja,Ja,30 % weniger als empfohlen,18.05,vorhanden,Eigene Kinderklinik,2752,"24,2 %",Im Toleranzbereich oder niedriger,0.85
260530671-0,260530671-0,St. Marien-Hospital gGmbH,NA,Düren-Birkesdorf,FALSE,Ja,Ja,Ja,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik,1790,"36,5 %",Im Toleranzbereich oder niedriger,1.1
260530396-0,260530396-0,Die Frauenklinik Heilig Geist Krankenhaus,Graseggerstr. 105,Köln,TRUE,Ja,Ja,Nein,Ja,16 % mehr als empfohlen,19.3,vorhanden,Keine Kinderklinik angegeben,1776,"22,1 %",Im Toleranzbereich oder niedriger,0.82
260840288-2,260840288-2,Alb-Donau Klinikum Blaubeuren,NA,Blaubeuren,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,572,"30,8 %",Im Toleranzbereich oder niedriger,1.16
260340988-0,260340988-0,St. Marienhospital Vechta,Marienstrasse 6 - 8,Vechta,TRUE,Ja,Ja,Ja,Ja,8 % weniger als empfohlen,13.5,vorhanden,Eigene Kinderklinik,1569,"38,4 %",Im Toleranzbereich oder niedriger,1.15
260832299-0,260832299-0,Universitätsklinikum Freiburg - Klinik für Frauenheilkunde,Hugstetter Str. 55,Freiburg,TRUE,Ja,Ja,Ja,Ja,29 % mehr als empfohlen,22,vorhanden,Eigene Kinderklinik,1826,"37,1 %",Im Toleranzbereich oder niedriger,0.98
260592277-0,260592277-0,VAMED Klinik Bad Berleburg GmbH,NA,Bad Berleburg,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,253,"30,8 %",Im Toleranzbereich oder niedriger,1.04
260730127-0,260730127-0,St. Marien- und St. Annastiftskrankenhaus,Salzburger Str. 15,Ludwigshafen,TRUE,Ja,Ja,Ja,Ja,12 % mehr als empfohlen,15.75,vorhanden,Eigene Kinderklinik,1501,"28,7 %",Im Toleranzbereich oder niedriger,0.88
261400621-0,261400621-0,Lausitzer Seenland Klinikum GmbH,NA,Hoyerswerda,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik oder Kooperationsklinik,587,"20,4 %",Im Toleranzbereich oder niedriger,0.6
260511770-0,260511770-0,Krankenhaus Neuwerk,Dünner Straße 214-216,Mönchengladbach,TRUE,Ja,Ja,Ja,Ja,19 % mehr als empfohlen,12,vorhanden,Eigene Kinderklinik oder Kooperationsklinik,1073,"29,9 %",Im Toleranzbereich oder niedriger,1
260840949-0,260840949-0,Westallgäu-Klinikum,NA,Wangen im Allgäu,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,682,"30,5 %",Im Toleranzbereich oder niedriger,1.07
260511348-0,260511348-0,Hospital zum Heiligen Geist Kempen,Von-Broichhausen-Allee 1,Kempen,TRUE,Ja,Ja,Nein,Ja,überwiegend freiberufliche Hebammen³,NA,"n.v., da Beleghebammen",Keine Kinderklinik angegeben,675,"28,0 %",Im Toleranzbereich oder niedriger,1.01
260512021-2,260512021-2,Katholisches Klinikum Essen - Marienhospital Altenessen,NA,Essen,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,601,"26,0 %",Im Toleranzbereich oder niedriger,0.9
260400184-0,260400184-0,Klinikum Bremerhaven-Reinkenheide gGmbH,Postbrookstr. 103,Bremerhaven,TRUE,Ja,Ja,Ja,Nein,3 % weniger als empfohlen,17.4,vorhanden,Eigene Kinderklinik,1919,"31,2 %",Im Toleranzbereich oder niedriger,0.98
260340557-0,260340557-0,Bonifatius Hospital Lingen gGmbH,Wilhelmstraße 13,Lingen,TRUE,Ja,Ja,Ja,Ja,8 % weniger als empfohlen,11.38,vorhanden,Eigene Kinderklinik,1320,"39,6 %",Im Toleranzbereich oder niedriger,1.17
260970060-0,260970060-0,KJF Klinik Josefinum gGmbH,NA,Augsburg,TRUE,Ja,Ja,Ja,Ja,26 % weniger als empfohlen,24,vorhanden,Eigene Kinderklinik,3496,"29,5 %",Im Toleranzbereich oder niedriger,0.91
260910192-0,260910192-0,Klinikum Dritter Orden München-Nymphenburg,NA,München,FALSE,Ja,Ja,Ja,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik,2690,"43,0 %",Im Toleranzbereich oder niedriger,1.24
260970480-0,260970480-0,Kreisklinik Krumbach,NA,Krumbach,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,422,"36,0 %",Im Toleranzbereich oder niedriger,1.13
261300744-0,261300744-0,Asklepios Klinik Pasewalk,NA,Pasewalk,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik oder Kooperationsklinik,469,"31,6 %",Im Toleranzbereich oder niedriger,1.06
260640480-0,260640480-0,GPR Klinikum,August-Bebel-Str. 59,Rüsselsheim,TRUE,Ja,Ja,Ja,Ja,6 % mehr als empfohlen,11.55,vorhanden,Eigene Kinderklinik oder Kooperationsklinik,1165,"33,0 %",Im Toleranzbereich oder niedriger,1.03
260550961-0,260550961-0,St. Franziskus-Hospital Ahlen,"

Robert-Koch-Straße 55",Ahlen,TRUE,Ja,Ja,Ja,Ja,8 % weniger als empfohlen,8.37,vorhanden,Eigene Kinderklinik oder Kooperationsklinik,967,"27,2 %",Im Toleranzbereich oder niedriger,0.88
261200538-1,261200538-1,Havelland Kliniken Nauen,Ketziner Str 21,Nauen,TRUE,Ja,Ja,Ja,Nein,24 % weniger als empfohlen,4.3,vorhanden,Eigene Kinderklinik oder Kooperationsklinik,73,"63,0 %",Toleranzbereich überschritten,1.38
261200162-0,261200162-0,"Klinik für Frauenheilkunde und Geburtshilfe, St. Josefs-Krankenhaus Potsdam",Allee nach Sanssouci 7,Potsdam,TRUE,Ja,Ja,Nein,Nein,61 % mehr als empfohlen,12,vorhanden,Keine Kinderklinik angegeben,796,"21,1 %",Im Toleranzbereich oder niedriger,0.83
260830629-0,260830629-0,Kreiskrankenhaus Emmendingen,Gartenstraße 44,Emmendingen,TRUE,Nein,Ja,Nein,Ja,keine verwertbare Angabe²,NA,nicht vorhanden,Keine Kinderklinik angegeben,722,"29,9 %",Im Toleranzbereich oder niedriger,1.06
260570022-1,260570022-1,Klinikum Bielefeld gem. GmbH,NA,Bielefeld,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,1156,"32,2 %",Im Toleranzbereich oder niedriger,1.08
260101193-0,260101193-0,Krankenhaus Reinbek St. Adolf-Stift,Hamburger Str. 41,Reinbek,TRUE,Ja,Ja,Nein,Ja,13 % mehr als empfohlen,8.14,vorhanden,Keine Kinderklinik angegeben,764,"30,9 %",Im Toleranzbereich oder niedriger,1.17
260911137-1,260911137-1,Helios Amper Klinikum,Krankenhausstr. 15,Dachau,TRUE,Ja,Ja,Nein,Ja,6 % mehr als empfohlen,9,vorhanden,Keine Kinderklinik angegeben,908,"32,6 %",Im Toleranzbereich oder niedriger,1.19
260960649-1,260960649-1,Helios Kliniken Miltenberg-Erlenbach,Krankenhausstraße 45,Erlenbach am Main,TRUE,Ja,Ja,Nein,Nein,keine verwertbare Angabe²,NA,nicht vorhanden,Keine Kinderklinik angegeben,740,"23,6 %",Im Toleranzbereich oder niedriger,0.89
260530192-1,260530192-1,GFO Kliniken Bonn,NA,Bonn,FALSE,Ja,Ja,Ja,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik,2386,"28,0 %",Im Toleranzbereich oder niedriger,0.71
260940109-1,260940109-1,Frauenklinik Bayreuth,Preuschwitzer Str. 101,Bayreuth,TRUE,Ja,Ja,Ja,Ja,1 % weniger als empfohlen,12.5,vorhanden,Eigene Kinderklinik,1354,"27,5 %",Im Toleranzbereich oder niedriger,0.89
260571421-1,260571421-1,Katholische Hospitalvereinigung Ostwestfalen gem. GmbH,NA,Bielefeld,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,1133,"30,4 %",Im Toleranzbereich oder niedriger,1.09
260640641-0,260640641-0,St. Elisabethen Klinikum Frankfurt,Ginnheimer Straße 3,Frankfurt/Main,TRUE,Ja,Ja,Nein,Ja,keine verwertbare Angabe²,NA,nicht vorhanden,Keine Kinderklinik angegeben,987,"26,8 %",Im Toleranzbereich oder niedriger,0.94
